record_type,family_id,family_name,segment_id,taxonomy_segment,repo_segment,planet,target_field_id,operation,applicability,source_brand,source_channel,source_type,connection_method,evidence_ceiling,visibility,freshness_rule,consent_requirement,activation_rule,rationale,authority_reference,status,implementation_note
segment_baseline,F5,Live Electronic / Hybrid / Multidisciplinary Artist,18,Career Trajectory & Opportunity Fit,Observed Career History & Change,proof,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,01,Identity & Entity Resolution,Identity & Entity Resolution,identity,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,02,Positioning & Brand,Positioning & Brand,identity,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,03,Catalog / Repertoire,Catalogue / Repertoire,music,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,04,Creative Quality & Differentiation,Creative Quality & Differentiation,identity,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,05,Streaming Consumption & Discovery,Streaming Consumption,music,,set_segment_default,conditional,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,06,Audience & Fanbase,Audience & Fanbase,audience,,set_segment_default,conditional,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,07,Social & Content Engine,Social & Content Engine,audience,,set_segment_default,supporting,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,08,Owned Community / CRM,Owned Community / CRM,audience,,set_segment_default,conditional,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,09,Live Footprint & Performance Capability,Live Footprint & Performance,live,,set_segment_default,conditional,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,10,"Ticketing, Draw & Event Economics","Ticketing, Draw & Event Evidence",proof,,set_segment_default,na,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,11,Booking Market & Commercial Offer,Booking Market & Commercials,proof,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,13,Network & Industry Access,Network & Industry Access,proof,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,15,Technical & Production Readiness,Technical & Production,live,,set_segment_default,conditional,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,16,"Team, Management & Execution","Team, Management & Execution",prokit,,set_segment_default,supporting,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,17,Monetization & Commercial Health,Monetization & Commercials,prokit,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
segment_baseline,F6,Music Creator / Composer / Producer,18,Career Trajectory & Opportunity Fit,Observed Career History & Change,proof,,set_segment_default,required,,,,,,,,,,Canonical family-level baseline; field-level rules may override.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability,canonical,Apply to inherited F1 fields in this segment only where no explicit field-level override exists.
field_override,F2,Vocal Artist,,,,,dj_tracklist_presence,set_applicability,na,,,,,,,,,,F1-specific DJ tracklist signal; do not create a gap for non-DJ families.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F2,Vocal Artist,,,,,dj_equipment_requirements,set_applicability,na,,,,,,,,,,F1 DJ equipment field is replaced by family-specific technical fields.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F2,Vocal Artist,,,,,open_format_capability,set_applicability,na,,,,,,,,,,"Open-format is an F1 subtype/specialization, not a universal artist capability.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F3,Instrumental Artist,,,,,dj_tracklist_presence,set_applicability,na,,,,,,,,,,F1-specific DJ tracklist signal; do not create a gap for non-DJ families.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F3,Instrumental Artist,,,,,dj_equipment_requirements,set_applicability,na,,,,,,,,,,F1 DJ equipment field is replaced by family-specific technical fields.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F3,Instrumental Artist,,,,,open_format_capability,set_applicability,na,,,,,,,,,,"Open-format is an F1 subtype/specialization, not a universal artist capability.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F4,Band / Ensemble,,,,,dj_tracklist_presence,set_applicability,na,,,,,,,,,,F1-specific DJ tracklist signal; do not create a gap for non-DJ families.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F4,Band / Ensemble,,,,,dj_equipment_requirements,set_applicability,na,,,,,,,,,,F1 DJ equipment field is replaced by family-specific technical fields.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F4,Band / Ensemble,,,,,open_format_capability,set_applicability,na,,,,,,,,,,"Open-format is an F1 subtype/specialization, not a universal artist capability.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,dj_tracklist_presence,set_applicability,na,,,,,,,,,,F1-specific DJ tracklist signal; do not create a gap for non-DJ families.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,dj_equipment_requirements,set_applicability,na,,,,,,,,,,F1 DJ equipment field is replaced by family-specific technical fields.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,open_format_capability,set_applicability,na,,,,,,,,,,"Open-format is an F1 subtype/specialization, not a universal artist capability.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F6,Music Creator / Composer / Producer,,,,,dj_tracklist_presence,set_applicability,na,,,,,,,,,,F1-specific DJ tracklist signal; do not create a gap for non-DJ families.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F6,Music Creator / Composer / Producer,,,,,dj_equipment_requirements,set_applicability,na,,,,,,,,,,F1 DJ equipment field is replaced by family-specific technical fields.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F6,Music Creator / Composer / Producer,,,,,open_format_capability,set_applicability,na,,,,,,,,,,"Open-format is an F1 subtype/specialization, not a universal artist capability.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families,ready_for_review,Override the inherited F1 row; preserve the field in F1 only.
field_override,F2,Vocal Artist,,,,,microphone_requirements,set_applicability,required,,,,,,,,,,Voice is the principal performance instrument.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F2,Vocal Artist,,,,,repertoire_languages,set_applicability,required,,,,,,,,,,Language is material to vocal repertoire and opportunity fit.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F2,Vocal Artist,,,,,representative_audio_link,set_applicability,required,,,,,,,,,,A current vocal sample is core evidence.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F2,Vocal Artist,,,,,gateway_live_clip,set_applicability,required,,,,,,,,,,Live vocal delivery requires performance evidence.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F2,Vocal Artist,,,,,catalogue_release_record,set_applicability,required,,,,,,,,,,Canonical F2 baseline makes catalogue/repertoire required.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F2,Vocal Artist,,,,,technical_rider_file,set_applicability,conditional,,,,,,,,,,Simple vocal offers may use a compact technical sheet rather than a full rider.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F3,Instrumental Artist,,,,,streaming_listener_band,set_applicability,supporting,,,,,,,,,,"Streaming is context for many instrumental offers, not a universal demand signal.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F3,Instrumental Artist,,,,,technical_rider_file,set_applicability,required,,,,,,,,,,Instrument setup and amplification requirements are material.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F3,Instrumental Artist,,,,,equipment_list_file,set_applicability,required,,,,,,,,,,The primary instrument and supporting equipment must be explicit.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F3,Instrumental Artist,,,,,representative_video_link,set_applicability,required,,,,,,,,,,Instrument proficiency needs observable performance evidence.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,stage_plot_file,set_applicability,required,,,,,,,,,,Multi-member act placement must be explicit.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,input_list_file,set_applicability,required,,,,,,,,,,Multi-source stage inputs are intrinsic to ensemble delivery.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,channel_list_file,set_applicability,required,,,,,,,,,,Production planning requires channel-level information.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,backline_list_file,set_applicability,required,,,,,,,,,,Backline ownership and venue dependencies materially affect feasibility.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,equipment_list_file,set_applicability,required,,,,,,,,,,Full ensemble equipment footprint is required.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,monitor_requirements,set_applicability,required,,,,,,,,,,Member monitoring affects delivery.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,crew_size,set_applicability,required,,,,,,,,,,Travel and production planning depend on party size.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F4,Band / Ensemble,,,,,production_footprint,set_applicability,required,,,,,,,,,,Band/ensemble footprint is a core booking constraint.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,technical_rider_file,set_applicability,required,,,,,,,,,,System architecture and production complexity are intrinsic.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,stage_plot_file,set_applicability,required,,,,,,,,,,Hybrid systems require explicit spatial architecture.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,input_list_file,set_applicability,required,,,,,,,,,,Audio routing must be explicit.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,channel_list_file,set_applicability,required,,,,,,,,,,Complex electronic/hybrid routing requires channel-level detail.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,patch_list_file,set_applicability,required,,,,,,,,,,Patch and synchronization paths affect show integrity.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,equipment_list_file,set_applicability,required,,,,,,,,,,Hardware/software dependencies are core.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,lighting_plot_file,set_applicability,required,,,,,,,,,,Many F5 offers integrate lighting or visual systems.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,video_requirements,set_applicability,required,,,,,,,,,,Hybrid/multidisciplinary delivery may depend on authored visuals.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,led_requirements,set_applicability,conditional,,,,,,,,,,Required when the configured act includes authored display content.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,power_requirements,set_applicability,required,,,,,,,,,,System power constraints and backups affect feasibility.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F5,Live Electronic / Hybrid / Multidisciplinary Artist,,,,,production_footprint,set_applicability,required,,,,,,,,,,Complex production footprint is intrinsic.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,past_performance,set_applicability,conditional,,,,,,,,,,Live performance is optional for F6.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,live_video_link,set_applicability,conditional,,,,,,,,,,Only active when a live-performance offer is configured.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,full_set_video,set_applicability,conditional,,,,,,,,,,Only active for a separately configured live offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,set_format,set_applicability,conditional,,,,,,,,,,Only active for a live offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,set_duration,set_applicability,conditional,,,,,,,,,,Only active for a live offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,technical_rider_file,set_applicability,conditional,,,,,,,,,,Use a remote-delivery specification unless a live offer is configured.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,stage_plot_file,set_applicability,na,,,,,,,,,,No stage gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,input_list_file,set_applicability,na,,,,,,,,,,No stage input-list gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,channel_list_file,set_applicability,na,,,,,,,,,,No stage channel-list gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
